"id";"fan_page_id";"day";"fans";"fans_change";"talkingabout";"engaged_fans";"engaged_newly_fans";"ini";"ini_fan";"likes";"comments";"posts";"multimedia";"likes_fan";"comments_fan";"posts_fan";"multimedia_fan";"votes";"shares";"response_count";"response_median";"response_mean";"response_max";"response_min";"engaged_fans_likes";"engaged_fans_comments";"engaged_fans_posts";"engaged_fans_multimedia";"engaged_fans_votes";"engaged_fans_shares";"is_historic";"created_at";"updated_at"
"440";245591339;5;"2015-03-16";1471579;88;7504;24;10;118;110;30;9;1;1;30;7;1;1;0;2;NA;NA;NA;NA;NA;16;7;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:11:29"
"441";245591343;5;"2015-03-17";1471599;20;5047;520;153;1929;1881;533;21;2;4;533;21;2;0;0;78;1;43677;43677;43677;43677;504;19;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:11:26"
"442";245591347;5;"2015-03-18";1471623;24;3116;617;204;930;922;638;9;2;0;638;7;2;0;0;15;1;41075;41075;41075;41075;609;6;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:11:27"
"443";245591351;5;"2015-03-19";1471649;26;2987;180;71;435;387;179;23;0;3;179;20;0;0;0;8;NA;NA;NA;NA;NA;164;17;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:55"
"444";245591355;5;"2015-03-20";1471717;68;2992;415;143;2177;2121;401;39;1;1;401;28;1;0;0;100;NA;NA;NA;NA;NA;395;21;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:53"
"445";245591359;5;"2015-03-21";1471793;76;3141;417;163;696;684;420;13;0;0;420;10;0;0;0;14;NA;NA;NA;NA;NA;409;8;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:54"
"446";245591363;5;"2015-03-22";1471945;152;3548;460;194;608;600;460;9;4;0;460;7;4;0;0;5;4;50619;50799;75711;26248;449;7;4;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:55"
"447";245591367;5;"2015-03-23";1471978;33;3548;657;220;864;824;672;16;2;4;672;12;2;2;0;4;NA;NA;NA;NA;NA;644;12;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:53"
"448";245591371;5;"2015-03-24";1472058;80;3949;777;244;1898;1834;818;26;1;6;818;25;1;1;0;56;NA;NA;NA;NA;NA;758;19;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:54"
"449";245591375;5;"2015-03-25";1472074;16;4473;426;162;499;487;447;10;0;1;447;10;0;0;0;0;NA;NA;NA;NA;NA;419;10;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:12:56"
"450";245591379;5;"2015-03-26";1472451;377;5047;705;268;2699;2659;679;60;3;1;679;52;2;1;0;109;NA;NA;NA;NA;NA;667;42;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:12:56"
"451";245591383;5;"2015-03-27";1473756;1305;5245;714;343;2412;2320;692;77;5;1;692;57;5;0;0;85;2;2048;2048;2584;1513;670;46;5;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:12:56"
"452";245591387;5;"2015-03-28";1475648;1892;5368;486;261;1506;1434;502;56;4;1;502;43;3;0;0;46;NA;NA;NA;NA;NA;453;34;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:12:56"
"453";245591391;5;"2015-03-29";1477514;1866;5368;375;189;974;946;422;19;2;1;422;17;1;0;0;28;NA;NA;NA;NA;NA;361;15;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:55"
"454";245591395;5;"2015-03-30";1478517;1003;5368;399;165;862;814;410;25;3;2;410;21;2;0;0;19;1;3260;3260;3260;3260;382;17;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:12:56"
"455";245591399;5;"2015-03-31";1478736;219;6585;77;31;268;244;84;12;2;2;84;12;2;0;0;6;NA;NA;NA;NA;NA;69;8;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:54"
"456";245591403;5;"2015-04-01";1478908;172;10218;1050;481;1972;1868;984;186;0;3;984;169;0;0;0;13;NA;NA;NA;NA;NA;947;136;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:56"
"457";245591405;5;"2015-04-02";1479017;109;12569;530;188;1601;1529;589;46;2;5;589;43;2;0;0;47;1;1256;1256;1256;1256;504;33;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:55"
"458";245591409;5;"2015-04-03";1479096;79;12020;133;51;467;451;147;15;3;1;147;13;2;1;0;14;1;8609;8609;8609;8609;121;9;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:14:30"
"459";245591413;5;"2015-04-04";1479141;45;12020;46;18;443;407;43;15;4;3;43;15;4;0;0;17;NA;NA;NA;NA;NA;37;8;4;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:18:11"
"460";245591417;5;"2015-04-05";1479220;79;11838;422;110;545;517;429;7;0;2;429;6;0;0;0;4;NA;NA;NA;NA;NA;417;5;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:14:30"
"461";245591421;5;"2015-04-06";1479331;111;9836;46;15;73;73;45;3;2;0;45;3;2;0;0;0;NA;NA;NA;NA;NA;41;3;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:14:29"
"462";245591425;5;"2015-04-07";1479497;166;7471;249;61;440;420;256;9;3;1;256;9;2;0;0;7;NA;NA;NA;NA;NA;240;8;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:55"
"463";245591429;5;"2015-04-08";1479645;148;4291;418;119;661;629;433;18;1;3;433;18;0;1;0;7;NA;NA;NA;NA;NA;404;17;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:16"
"464";245591433;5;"2015-04-09";1479688;43;4291;309;84;579;563;315;8;4;2;315;7;4;1;0;11;2;21793;21793;41936;1651;298;7;5;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:14:29"
"465";245591437;5;"2015-04-10";1479827;139;4291;503;163;1161;1105;505;34;3;4;505;32;3;0;0;28;1;45087;45087;45087;45087;473;32;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:13"
"466";245591441;5;"2015-04-11";1479970;143;3628;179;63;414;406;178;9;0;2;178;7;0;2;0;11;NA;NA;NA;NA;NA;173;7;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:14:30"
"467";245591445;5;"2015-04-12";1480193;223;3469;55;23;105;105;49;7;2;1;49;7;2;1;0;0;1;62478;62478;62478;62478;47;6;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:14:30"
"468";245591451;5;"2015-04-13";1480385;192;3867;81;31;210;202;82;7;1;1;82;5;1;1;0;5;1;1740;1740;1740;1740;75;5;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:14:29"
"469";245591455;5;"2015-04-14";1480519;134;4065;227;59;1010;926;226;44;7;6;226;41;7;0;0;30;1;2023;2023;2023;2023;199;31;7;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:18:04"
"470";245591459;5;"2015-04-15";1480652;133;3836;467;109;756;752;472;11;2;0;472;10;2;0;0;14;1;1304;1304;1304;1304;461;9;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:18:21"
"471";245591463;5;"2015-04-16";1480777;125;3836;477;175;675;671;479;9;0;0;479;8;0;0;0;10;NA;NA;NA;NA;NA;469;8;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:17:44"
"472";245591467;5;"2015-04-17";1480834;57;3916;585;163;1360;1308;592;10;1;4;592;9;1;0;0;42;NA;NA;NA;NA;NA;578;9;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:18:03"
"473";245591471;5;"2015-04-18";1481065;231;4092;719;236;1033;1009;753;16;1;4;753;16;1;2;0;10;NA;NA;NA;NA;NA;705;14;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:19"
"474";245591475;5;"2015-04-19";1481287;222;4354;398;155;498;490;410;10;0;0;410;8;0;0;0;3;NA;NA;NA;NA;NA;394;5;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:55"
"475";245591479;5;"2015-04-20";1481314;27;4612;478;135;632;612;484;8;1;1;484;6;1;0;0;6;NA;NA;NA;NA;NA;475;4;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 01:15:54"
"476";245591483;5;"2015-04-21";1481310;-4;4841;769;219;1627;1571;779;62;2;2;779;54;2;0;0;35;1;50522;50522;50522;50522;744;30;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:12"
"477";245591487;5;"2015-04-22";1481317;7;5558;503;164;861;845;529;8;0;1;529;7;0;0;0;18;NA;NA;NA;NA;NA;498;6;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:10"
"478";245591491;5;"2015-04-23";1482217;900;6067;1154;393;4320;4263;1140;59;5;2;1139;50;4;1;0;180;4;45050;35014;48668;1289;1112;43;5;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:12"
"479";245591495;5;"2015-04-24";1483279;1062;6180;4415;1121;6291;6187;5379;58;3;4;5379;40;2;2;0;38;3;14810;27933;65731;3258;4382;33;4;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:09"
"480";245591499;5;"2015-04-25";1484440;1161;5930;657;269;1342;1262;694;44;1;4;694;30;1;2;0;26;2;33182;33182;61248;5116;635;26;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:13"
"481";245591505;5;"2015-04-26";1485698;1258;5930;559;227;1009;969;605;27;2;2;605;22;1;1;0;16;2;35055;35055;56052;14059;543;17;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:14"
"482";245591509;5;"2015-04-27";1486376;678;9049;319;135;551;507;323;21;5;2;323;15;4;1;0;5;2;27438;27438;49997;4880;302;13;5;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:09"
"483";245591511;5;"2015-04-28";1486588;212;9939;566;127;1395;1379;567;8;2;1;567;7;2;0;0;48;1;55725;55725;55725;55725;560;7;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:09"
"484";245591515;5;"2015-04-29";1486715;127;11202;116;29;781;741;109;17;1;3;109;13;1;1;0;35;2;21150;21150;41134;1166;107;9;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:17"
"485";245591519;5;"2015-04-30";1486772;57;11765;502;144;731;695;515;14;3;2;515;11;3;0;0;7;1;49046;49046;49046;49046;491;11;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:16"
"486";245591523;5;"2015-05-01";1486944;172;11490;907;394;1515;1483;947;68;0;2;947;66;0;0;0;17;NA;NA;NA;NA;NA;874;61;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:11"
"487";245591527;5;"2015-05-02";1487049;105;9589;232;98;342;338;242;16;3;1;242;15;3;1;0;0;1;5078;5078;5078;5078;223;13;4;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:10"
"488";245591531;5;"2015-05-03";1487110;61;9589;216;130;377;341;225;3;1;3;225;3;1;0;0;6;NA;NA;NA;NA;NA;213;3;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:13"
"489";245591535;5;"2015-05-04";1487176;66;8421;284;107;663;615;335;4;1;4;335;4;1;0;0;16;NA;NA;NA;NA;NA;281;4;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:03:18"
"490";245591539;5;"2015-05-05";1487150;-26;6920;660;224;1353;1293;717;21;3;4;717;20;2;0;0;30;2;75496;75496;89317;61675;643;18;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:09:01"
"491";245591543;5;"2015-05-06";1488133;983;5332;1369;617;6152;6036;1304;160;6;0;1304;133;5;0;0;260;3;54356;55888;62569;50740;1275;105;5;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:04:51"
"492";245591547;5;"2015-05-07";1490086;1953;4618;1614;819;3992;3820;1632;125;2;3;1632;91;2;0;0;113;NA;NA;NA;NA;NA;1550;69;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:04:50"
"493";245591551;5;"2015-05-08";1494772;4686;4852;1820;899;3840;3764;1876;65;4;2;1876;54;3;0;0;103;2;6158;6158;10288;2028;1771;52;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:04:51"
"494";245591557;5;"2015-05-09";1498472;3700;7704;1721;867;3310;3274;1794;71;3;2;1794;65;3;1;0;74;2;92504;92504;164473;20535;1678;47;4;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:06:16"
"495";245591559;5;"2015-05-10";1501894;3422;12473;1606;789;2508;2492;1644;51;3;1;1644;49;2;1;0;39;3;78657;73176;105325;35546;1568;40;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:07:41"
"496";245591563;5;"2015-05-11";1502253;359;16782;1546;515;1758;1730;1554;31;1;2;1554;27;1;1;0;3;NA;NA;NA;NA;NA;1521;26;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:06:16"
"497";245591567;5;"2015-05-12";1502458;205;21912;1256;463;1620;1568;1276;17;2;3;1276;15;1;0;0;14;1;24050;24050;24050;24050;1243;15;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:06:16"
"498";245591573;5;"2015-05-13";1502620;162;26658;1271;381;1634;1582;1334;19;0;4;1334;18;0;0;0;11;NA;NA;NA;NA;NA;1261;16;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:07:41"
"499";245591577;5;"2015-05-14";1502889;269;26658;1238;357;2907;2839;1319;20;1;5;1319;18;1;0;0;90;1;14279;14279;14279;14279;1224;17;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:07:41"
"500";245591581;5;"2015-05-15";1503230;341;28489;1071;275;1996;1936;1180;9;0;5;1180;9;0;0;0;45;NA;NA;NA;NA;NA;1065;9;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:07:40"
"501";245591585;5;"2015-05-16";1503589;359;26447;1037;317;1305;1293;1089;10;1;2;1089;10;1;1;0;9;NA;NA;NA;NA;NA;1027;9;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:07:41"
"502";245591589;5;"2015-05-17";1504032;443;22657;717;215;941;941;737;15;2;0;737;15;2;0;0;8;1;62633;62633;62633;62633;709;9;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:07:41"
"503";245591593;5;"2015-05-18";1504226;194;18659;347;109;792;728;400;15;0;5;400;11;0;1;0;17;NA;NA;NA;NA;NA;342;7;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:09:00"
"504";245591597;5;"2015-05-19";1504445;219;14517;432;159;1462;1398;514;24;3;5;514;23;3;0;0;48;1;4081;4081;4081;4081;414;22;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:09:01"
"505";245591601;5;"2015-05-20";1504613;168;10681;629;127;1272;1204;692;6;0;5;692;4;0;0;0;31;NA;NA;NA;NA;NA;629;4;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:09:00"
"506";245591605;5;"2015-05-21";1504675;62;9682;631;127;1066;1030;706;7;1;3;706;7;1;0;0;18;NA;NA;NA;NA;NA;625;7;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:09:00"
"507";245591609;5;"2015-05-22";1504835;160;9193;390;109;495;483;411;4;5;1;411;4;5;0;0;1;2;44656;44656;56150;33163;385;4;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:10:01"
"508";245591611;5;"2015-05-23";1505036;201;8394;575;143;1715;1643;643;31;5;5;643;28;5;0;0;53;2;24349;24349;43726;4973;557;21;5;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:09:01"
"509";245591615;5;"2015-05-24";1505236;200;7645;105;27;216;200;128;7;0;1;128;6;0;0;0;3;NA;NA;NA;NA;NA;99;6;0;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:09:00"
"510";245591619;5;"2015-05-25";1505424;188;6954;108;19;411;371;123;8;3;2;123;6;2;0;0;13;2;1196;1196;1560;833;102;6;2;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:09:00"
"511";245591623;5;"2015-05-26";1505517;93;6414;149;28;398;338;198;12;1;4;198;9;1;0;0;6;NA;NA;NA;NA;NA;143;7;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:09:01"
"512";245591627;5;"2015-05-27";1505660;143;5713;140;38;551;503;203;5;3;4;203;5;3;0;0;16;1;53465;53465;53465;53465;136;5;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:09:00"
"513";245591631;5;"2015-05-28";1506290;630;5381;694;261;4282;4194;658;88;2;2;658;73;0;1;0;202;NA;NA;NA;NA;NA;638;59;1;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:09:00"
"514";245591635;5;"2015-05-29";1508761;2471;4930;1268;571;3473;3341;1313;61;4;5;1313;43;4;0;0;114;2;26196;26196;51718;674;1233;38;4;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:10:02"
"515";245591641;5;"2015-05-30";1511656;2895;4930;801;413;1913;1857;849;28;3;4;849;25;2;1;0;55;NA;NA;NA;NA;NA;778;22;3;0;0;0;"no";"2015-06-04 03:57:07";"2015-06-05 03:10:02"
"516";245591645;5;"2015-05-31";1514770;3114;6193;862;435;1817;1753;889;38;1;4;889;34;1;0;0;45;NA;NA;NA;NA;NA;836;31;1;0;0;0;"no";"2015-06-04 03:57:08";"2015-06-05 03:10:02"
"517";245591647;5;"2015-06-01";1517643;2873;9394;699;426;1755;1715;727;32;2;3;727;31;2;0;0;53;1;38678;38678;38678;38678;676;26;2;0;0;0;"no";"2015-06-04 03:57:08";"2015-06-05 03:10:02"
"518";245591651;5;"2015-06-02";1519955;2312;12585;398;252;995;947;423;20;5;3;423;19;4;0;0;26;NA;NA;NA;NA;NA;377;18;4;0;0;0;"no";"2015-06-04 03:57:08";"2015-06-05 03:10:02"
"519";245591655;5;"2015-06-03";1520200;245;16481;356;105;896;828;392;22;0;4;392;17;0;0;0;23;NA;NA;NA;NA;NA;344;15;0;0;0;0;"no";"2015-06-04 03:57:08";"2015-06-05 22:26:27"
"520";245591659;5;"2015-06-04";1520316;116;19910;124;29;263;223;155;8;1;3;155;7;1;0;0;2;NA;NA;NA;NA;NA;117;6;1;0;0;0;"no";"2015-06-04 03:57:08";"2015-06-05 03:10:02"
"521";246918537;5;"2015-06-05";1520438;122;22137;274;86;928;884;296;17;2;3;296;15;2;0;0;32;1;5408;5408;5408;5408;258;15;2;0;0;0;"no";"2015-06-05 00:01:57";"2015-06-06 01:52:59"
"522";247362763;5;"2015-06-06";1520497;59;22137;146;29;346;322;166;3;0;2;166;3;0;0;0;9;NA;NA;NA;NA;NA;143;3;0;0;0;0;"no";"2015-06-06 00:05:37";"2015-06-07 08:47:51"
"523";247723835;5;"2015-06-07";1520586;89;22345;117;27;247;235;135;1;0;1;135;1;0;0;0;6;NA;NA;NA;NA;NA;116;1;0;0;0;0;"no";"2015-06-07 00:10:20";"2015-06-08 08:02:02"
"524";247905745;5;"2015-06-08";1520640;54;16679;61;18;146;122;74;4;0;2;74;4;0;0;0;2;NA;NA;NA;NA;NA;59;2;0;0;0;0;"no";"2015-06-08 00:01:57";"2015-06-09 12:50:17"
"525";248038707;5;"2015-06-09";1520752;112;16679;50;10;88;76;48;3;0;1;48;3;0;0;0;0;NA;NA;NA;NA;NA;47;3;0;0;0;0;"no";"2015-06-09 04:49:38";"2015-06-10 04:50:41"
"526";248520221;5;"2015-06-10";1520832;80;8936;2528;861;3056;2976;2596;51;0;4;2596;43;0;0;0;0;NA;NA;NA;NA;NA;2503;35;0;0;0;0;"no";"2015-06-10 04:50:40";"2015-06-11 04:52:05"
"527";248614079;5;"2015-06-11";1520854;22;8936;1604;618;1969;1929;1613;30;1;3;1613;26;1;1;0;12;1;7472;7472;7472;7472;1588;20;2;0;0;0;"no";"2015-06-11 04:51:50";"2015-06-12 12:53:25"
"528";248687693;5;"2015-06-12";1520825;-29;8936;3633;1765;7789;7725;3693;80;1;6;3693;79;1;1;0;231;1;20694;20694;20694;20694;3592;66;2;0;0;0;"no";"2015-06-12 04:52:44";"2015-06-14 21:33:44"
"529";249031047;5;"2015-06-13";1520845;20;8936;2251;984;4978;4954;2294;33;2;2;2294;33;2;0;0;0;1;120584;120584;120584;120584;2225;30;2;0;0;0;"no";"2015-06-13 04:53:41";"2015-06-14 05:34:02"
"530";249225725;5;"2015-06-14";1520950;105;8936;337;158;964;964;332;11;2;1;332;11;2;1;0;0;1;37572;37572;37572;37572;326;11;3;0;0;0;"no";"2015-06-14 05:33:57";"2015-06-29 04:40:29"
"531";249916575;5;"2015-06-15";1520979;29;5389;2873;876;3394;3330;2950;49;3;4;2950;45;3;0;0;11;3;45120;40922;71738;5908;2851;35;3;0;0;0;"no";"2015-06-15 05:34:03";"2015-06-17 05:35:48"
"532";250133115;5;"2015-06-16";1520980;1;3087;369;86;875;815;403;22;0;4;403;19;0;0;0;21;NA;NA;NA;NA;NA;354;17;0;0;0;0;"no";"2015-06-16 05:35:00";"2015-06-17 21:35:40"
"533";250213409;5;"2015-06-17";1521061;81;3087;166;30;519;483;231;5;1;3;231;5;1;0;0;14;NA;NA;NA;NA;NA;160;5;1;0;0;0;"no";"2015-06-17 05:35:44";"2015-06-19 18:22:17"
"534";250421819;5;"2015-06-18";1521099;38;3087;108;16;328;304;132;10;1;3;132;10;1;1;0;7;2;46402;46402;48044;44761;102;6;2;0;0;0;"no";"2015-06-18 00:23:16";"2015-06-21 12:38:27"
"535";250803427;5;"2015-06-19";1521215;116;5488;465;48;584;552;484;5;1;2;484;3;1;0;0;3;NA;NA;NA;NA;NA;462;3;1;0;0;0;"no";"2015-06-19 02:22:42";"2015-06-29 20:41:20"
"536";250913759;5;"2015-06-20";1521328;113;5488;598;108;944;900;612;18;0;3;612;16;0;0;0;14;NA;NA;NA;NA;NA;586;14;0;0;0;0;"no";"2015-06-20 00:37:10";"2015-06-21 04:20:09"
"537";251335625;5;"2015-06-21";1521447;119;7141;1015;314;1418;1394;1034;18;0;2;1034;18;0;0;0;0;NA;NA;NA;NA;NA;1002;17;0;0;0;0;"no";"2015-06-21 04:20:05";"2015-06-22 04:39:24"
"538";252135439;5;"2015-06-22";1521511;64;12947;2587;763;3036;3008;2704;23;1;2;2704;22;1;0;0;13;NA;NA;NA;NA;NA;2571;21;1;0;0;0;"no";"2015-06-22 04:39:20";"2015-06-25 20:40:44"
"539";252212999;5;"2015-06-23";1521565;54;15336;3611;1451;5411;5375;3695;36;2;3;3695;36;2;0;0;95;NA;NA;NA;NA;NA;3588;31;2;0;0;0;"no";"2015-06-23 04:39:52";"2015-06-24 04:41:08"
"540";252277793;5;"2015-06-24";1521602;37;13083;1941;755;2308;2284;1984;15;0;2;1984;15;0;0;0;15;NA;NA;NA;NA;NA;1934;13;0;0;0;0;"no";"2015-06-24 04:40:55";"2015-06-25 04:41:00"
"541";252342691;5;"2015-06-25";1521638;36;13083;231;64;832;808;256;4;1;2;256;4;1;0;0;0;1;59876;59876;59876;59876;226;4;1;0;0;0;"no";"2015-06-25 04:40:58";"2015-06-26 04:40:37"
"542";252407407;5;"2015-06-26";1521739;101;13083;791;106;1117;1077;829;7;0;3;829;6;0;0;0;14;NA;NA;NA;NA;NA;790;4;0;0;0;0;"no";"2015-06-26 04:40:35";"2015-06-27 04:40:32"
"543";252474049;5;"2015-06-27";1521806;67;7341;867;191;982;954;874;6;2;3;874;5;2;1;0;2;1;2147;2147;2147;2147;861;5;3;0;0;0;"no";"2015-06-27 04:40:28";"2015-06-28 12:40:26"
"544";252537919;5;"2015-06-28";1521951;145;11792;397;107;410;410;398;1;1;0;398;1;1;0;0;0;NA;NA;NA;NA;NA;395;1;1;0;0;0;"no";"2015-06-28 04:40:20";"2015-06-29 04:40:29"
"545";252664823;5;"2015-06-29";1522048;97;11943;1113;203;1320;1308;1124;8;3;1;1124;8;3;0;0;0;1;53002;53002;53002;53002;1106;5;3;0;0;0;"no";"2015-06-29 04:40:28";"2015-07-06 21:12:18"
"546";252752569;5;"2015-06-30";1522162;114;12087;1335;330;1479;1463;1351;9;0;1;1351;8;0;0;0;5;NA;NA;NA;NA;NA;1330;8;0;0;0;0;"no";"2015-06-30 04:41:37";"2015-07-01 05:08:15"
"547";252816373;5;"2015-07-01";1522174;12;9695;1023;293;1246;1210;1062;5;0;3;1062;5;0;0;0;8;NA;NA;NA;NA;NA;1019;5;0;0;0;0;"no";"2015-07-01 05:08:07";"2015-07-02 05:08:26"
"548";252883109;5;"2015-07-02";1522205;31;7523;2467;495;3104;3068;2624;8;0;4;2624;8;0;1;0;0;1;76947;76947;76947;76947;2459;8;1;0;0;0;"no";"2015-07-02 05:08:23";"2015-07-03 05:09:07"
"549";252947767;5;"2015-07-03";1522235;30;6766;1398;381;1696;1656;1468;8;2;3;1468;7;2;0;0;9;NA;NA;NA;NA;NA;1392;5;2;0;0;0;"no";"2015-07-03 05:08:53";"2015-07-04 05:10:20"
"550";253012651;5;"2015-07-04";1522258;23;8169;721;272;798;786;738;4;0;1;738;4;0;0;0;2;NA;NA;NA;NA;NA;719;2;0;0;0;0;"no";"2015-07-04 05:10:12";"2015-07-05 05:10:27"
"551";253076107;5;"2015-07-05";1522291;33;8775;17;13;38;38;22;0;0;0;22;0;0;0;0;1;NA;NA;NA;NA;NA;17;0;0;0;0;0;"no";"2015-07-05 05:10:26";"2015-07-06 05:11:20"
"552";253139227;5;"2015-07-06";1522366;75;8765;80;18;153;141;85;3;2;2;85;3;2;1;0;1;NA;NA;NA;NA;NA;74;3;3;0;0;0;"no";"2015-07-06 05:11:19";"2015-07-07 05:12:06"
"553";253203379;5;"2015-07-07";1522384;18;8765;39;13;164;160;44;5;4;3;44;4;4;3;0;2;1;18164;18164;18164;18164;30;3;7;0;0;0;"no";"2015-07-07 05:12:03";"2015-07-08 05:13:08"
"554";253271077;5;"2015-07-08";1522431;47;7743;190;55;633;609;213;13;3;2;213;13;3;0;0;20;NA;NA;NA;NA;NA;179;9;3;0;0;0;"no";"2015-07-08 05:13:07";"2015-07-09 13:15:02"
"555";253336265;5;"2015-07-09";1522512;81;7743;49;21;253;249;53;2;2;0;53;1;2;0;0;11;1;7658;7658;7658;7658;46;1;2;0;0;0;"no";"2015-07-09 05:14:29";"2015-07-10 05:16:15"
"556";253400865;5;"2015-07-10";1522579;67;6863;533;34;699;687;567;8;0;3;567;8;0;2;0;4;NA;NA;NA;NA;NA;528;5;2;0;0;0;"no";"2015-07-10 05:16:14";"2015-07-11 05:17:40"
"557";253465903;5;"2015-07-11";1522578;-1;6465;849;106;961;937;857;4;0;2;857;4;0;0;0;0;NA;NA;NA;NA;NA;846;4;0;0;0;0;"no";"2015-07-11 05:17:35";"2015-07-12 05:19:00"
"558";253530335;5;"2015-07-12";1522671;93;3243;729;131;793;793;757;5;2;0;757;5;2;0;0;0;1;61518;61518;61518;61518;726;4;2;0;0;0;"no";"2015-07-12 05:18:56";"2015-07-16 21:33:51"
"559";253594089;5;"2015-07-13";1522719;48;3531;318;54;496;488;340;7;2;0;340;5;2;0;0;7;NA;NA;NA;NA;NA;314;3;2;0;0;0;"no";"2015-07-13 05:28:12";"2015-07-17 05:34:36"
